proof_id,proof_type,compatibility,native_tool,case_id,source_or_staged_locator,route_coverage,expected_operation_family,expected_statement_kind,expected_disposition,expected_diagnostic_code,proof_status,ctest_label,test_destination,evidence_key,authority_policy,status,notes
FPR-P6-REPLAY-054,native_replay_case,tidb,not_applicable,TIDB-ADMIN-CHECKSUM-REFUSAL,public_repo_reference_not_packaged/pkg/disttask/importinto/task_executor_testkit_test.go,tidb.admin.checksum_table,tidb.admin.checksum_table,ADMIN,policy_refusal_fail_closed,TIDB.AUTHORITY.ADMIN_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.TIDB-ADMIN-CHECKSUM-REFUSAL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-055,native_replay_case,vitess,not_applicable,VITESS-KEYSPACE-SELECT,public_repo_reference_not_packaged/examples/demo/schema/product/product_schema.sql,vitess.query.select,vitess.query.select,SELECT,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.VITESS-KEYSPACE-SELECT,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-056,native_replay_case,vitess,not_applicable,VITESS-MOVE-TABLES-VREPLICATION-UDR,public_repo_reference_not_packaged/examples/local/202_move_tables.sh,vitess.vreplication.move_tables,vitess.vreplication.move_tables,MOVE,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.VITESS-MOVE-TABLES-VREPLICATION-UDR,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-057,native_replay_case,vitess,not_applicable,VITESS-REPARENT-CLUSTER-ROUTE,public_repo_reference_not_packaged/examples/backups/start_cluster.sh,vitess.topology.reparent,vitess.topology.reparent,VTCTL,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.VITESS-REPARENT-CLUSTER-ROUTE,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-058,native_replay_case,cockroachdb,not_applicable,COCKROACHDB-CRDB-INTERNAL-CATALOG,public_repo_reference_not_packaged/docs/tech-notes/sql.md,cockroachdb.catalog_overlay.crdb_internal,cockroachdb.catalog_overlay.crdb_internal,SELECT,catalog_projection,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.COCKROACHDB-CRDB-INTERNAL-CATALOG,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-059,native_replay_case,cockroachdb,not_applicable,COCKROACHDB-CHANGEFEED-UDR,public_repo_reference_not_packaged/pkg/cmd/roachtest/operations/changefeeds/utils.go,cockroachdb.changefeed.create,cockroachdb.changefeed.create,CREATE_CHANGEFEED,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.COCKROACHDB-CHANGEFEED-UDR,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-060,native_replay_case,cockroachdb,not_applicable,COCKROACHDB-BACKUP-REFUSAL,public_repo_reference_not_packaged/pkg/backup/schedule_pts_chaining_test.go,cockroachdb.backup.backup,cockroachdb.backup.backup,BACKUP,policy_refusal_fail_closed,COCKROACHDB.AUTHORITY.BACKUP_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.COCKROACHDB-BACKUP-REFUSAL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-061,native_replay_case,yugabytedb,not_applicable,YUGABYTEDB-SERVER-REGION-CATALOG,public_repo_reference_not_packaged/sample/schema.sql,yugabytedb.catalog_overlay.server_region,yugabytedb.catalog_overlay.server_region,SELECT,catalog_projection,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.YUGABYTEDB-SERVER-REGION-CATALOG,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-062,native_replay_case,yugabytedb,not_applicable,YUGABYTEDB-SPLIT-INTO-UDR,public_repo_reference_not_packaged/python/yugabyte/test_test_descriptor.py,yugabytedb.tablet.split_into,yugabytedb.tablet.split_into,CREATE_TABLE,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.YUGABYTEDB-SPLIT-INTO-UDR,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-063,native_replay_case,yugabytedb,not_applicable,YUGABYTEDB-BACKUP-REFUSAL,public_repo_reference_not_packaged/architecture/design/distributed-backup-and-restore.md,yugabytedb.backup.backup,yugabytedb.backup.backup,BACKUP,policy_refusal_fail_closed,YUGABYTEDB.AUTHORITY.BACKUP_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.YUGABYTEDB-BACKUP-REFUSAL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-064,native_replay_case,cassandra,not_applicable,CASSANDRA-CQL-SELECT-JSON,public_repo_reference_not_packaged/src/antlr/Parser.g,cassandra.query.select_json,cassandra.query.select_json,SELECT,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.CASSANDRA-CQL-SELECT-JSON,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-065,native_replay_case,cassandra,not_applicable,CASSANDRA-CQL-CREATE-KEYSPACE-UDR,public_repo_reference_not_packaged/src/antlr/Parser.g,cassandra.keyspace.create,cassandra.keyspace.create,CREATE_KEYSPACE,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.CASSANDRA-CQL-CREATE-KEYSPACE-UDR,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-066,native_replay_case,cassandra,not_applicable,CASSANDRA-REPAIR-REFUSAL,public_repo_reference_not_packaged/test/unit/org/apache/cassandra/tools/nodetool/SetAutoRepairConfigTest.java,cassandra.admin.repair,cassandra.admin.repair,REPAIR,unsupported_refusal_fail_closed,CASSANDRA.AUTHORITY.UNSUPPORTED_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.CASSANDRA-REPAIR-REFUSAL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-067,native_replay_case,mongodb,not_applicable,MONGODB-FIND-DOCUMENT,public_repo_reference_not_packaged/src/mongo/db/query/find_command.idl,mongodb.query.find,mongodb.query.find,FIND,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.MONGODB-FIND-DOCUMENT,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-068,native_replay_case,mongodb,not_applicable,MONGODB-AGGREGATE-OUT-UDR,public_repo_reference_not_packaged/src/mongo/db/pipeline/aggregate_command.idl,mongodb.aggregate.out,mongodb.aggregate.out,AGGREGATE,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.MONGODB-AGGREGATE-OUT-UDR,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-069,native_replay_case,mongodb,not_applicable,MONGODB-SHARDING-CLUSTER-ROUTE,public_repo_reference_not_packaged/src/mongo/shell/utils_sh.js,mongodb.sharding.shard_collection,mongodb.sharding.shard_collection,SH,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.MONGODB-SHARDING-CLUSTER-ROUTE,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-070,native_replay_case,redis,not_applicable,REDIS-SET-KV,public_repo_reference_not_packaged/src/commands/set.json,redis.kv.set,redis.kv.set,SET,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.REDIS-SET-KV,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-071,native_replay_case,redis,not_applicable,REDIS-EVAL-UDR,public_repo_reference_not_packaged/src/commands/eval.json,redis.script.eval,redis.script.eval,EVAL,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.REDIS-EVAL-UDR,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-072,native_replay_case,redis,not_applicable,REDIS-CLUSTER-ROUTE,public_repo_reference_not_packaged/src/commands/cluster.json,redis.cluster.command,redis.cluster.command,CLUSTER,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.REDIS-CLUSTER-ROUTE,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-073,native_replay_case,opensearch_sql_ppl,not_applicable,OPENSEARCH-SQL-SELECT,public_repo_reference_not_packaged/language-grammar/src/main/antlr4/OpenSearchSQLParser.g4,opensearch_sql_ppl.sql.select,opensearch_sql_ppl.sql.select,SELECT,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.OPENSEARCH-SQL-SELECT,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-074,native_replay_case,opensearch_sql_ppl,not_applicable,OPENSEARCH-PPL-STATS,public_repo_reference_not_packaged/language-grammar/src/main/antlr4/OpenSearchPPLParser.g4,opensearch_sql_ppl.ppl.stats,opensearch_sql_ppl.ppl.stats,SOURCE,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.OPENSEARCH-PPL-STATS,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-075,native_replay_case,opensearch_sql_ppl,not_applicable,OPENSEARCH-SQL-PPL-PLUGIN-POST,public_repo_reference_not_packaged/plugin/src/main/java/org/opensearch/sql/plugin/rest/RestPPLQueryAction.java,opensearch_sql_ppl.rest.post,opensearch_sql_ppl.rest.post,POST,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.OPENSEARCH-SQL-PPL-PLUGIN-POST,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced SQL/PPL plugin endpoint replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-076,native_replay_case,opensearch_sql_ppl,not_applicable,OPENSEARCH-SQL-PPL-CLUSTER-ROUTE,public_repo_reference_not_packaged/language-grammar/src/main/antlr4/OpenSearchPPLParser.g4,opensearch_sql_ppl.cluster.get,opensearch_sql_ppl.cluster.get,GET,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.OPENSEARCH-SQL-PPL-CLUSTER-ROUTE,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-077,native_replay_case,opensearch,not_applicable,OPENSEARCH-REST-SEARCH,public_repo_reference_not_packaged/rest-api-spec/src/main/resources/rest-api-spec/api/search.json,opensearch.search.query,opensearch.search.query,POST,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.OPENSEARCH-REST-SEARCH,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-078,native_replay_case,opensearch,not_applicable,OPENSEARCH-REST-CREATE-INDEX,public_repo_reference_not_packaged/rest-api-spec/src/main/resources/rest-api-spec/api/indices.create.json,opensearch.index.create,opensearch.index.create,PUT,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.OPENSEARCH-REST-CREATE-INDEX,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-079,native_replay_case,opensearch,not_applicable,OPENSEARCH-REST-CLUSTER-ROUTE,public_repo_reference_not_packaged/rest-api-spec/src/main/resources/rest-api-spec/api/cluster.health.json,opensearch.admin.cluster_health,opensearch.admin.cluster_health,GET,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.OPENSEARCH-REST-CLUSTER-ROUTE,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-080,native_replay_case,neo4j,not_applicable,NEO4J-CYPHER-MATCH,public_repo_reference_not_packaged/community/cypher/front-end/parser/v5/parser/src/main/antlr4/org/neo4j/cypher/internal/parser/v5/Cypher5Parser.g4,neo4j.query.match,neo4j.query.match,MATCH,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.NEO4J-CYPHER-MATCH,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-081,native_replay_case,neo4j,not_applicable,NEO4J-CYPHER-CREATE-CONSTRAINT-UDR,public_repo_reference_not_packaged/community/cypher/front-end/parser/v5/parser/src/main/antlr4/org/neo4j/cypher/internal/parser/v5/Cypher5Parser.g4,neo4j.schema.constraint.create,neo4j.schema.constraint.create,CREATE_CONSTRAINT,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.NEO4J-CYPHER-CREATE-CONSTRAINT-UDR,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-082,native_replay_case,neo4j,not_applicable,NEO4J-CYPHER-SHOW-SERVERS-CLUSTER-ROUTE,public_repo_reference_not_packaged/community/cypher/front-end/parser/v5/parser/src/main/antlr4/org/neo4j/cypher/internal/parser/v5/Cypher5Parser.g4,neo4j.admin.show_servers,neo4j.admin.show_servers,SHOW,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.NEO4J-CYPHER-SHOW-SERVERS-CLUSTER-ROUTE,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-083,native_replay_case,influxdb,not_applicable,INFLUXDB-INFLUXQL-SELECT,public_repo_reference_not_packaged/influxdb3_commands/src/query.rs,influxdb.query.select,influxdb.query.select,SELECT,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.INFLUXDB-INFLUXQL-SELECT,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-084,native_replay_case,influxdb,not_applicable,INFLUXDB-LINE-PROTOCOL-UDR,public_repo_reference_not_packaged/influxdb3_load_generator/src/line_protocol_generator.rs,influxdb.write.line_protocol,influxdb.write.line_protocol,CPU,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.INFLUXDB-LINE-PROTOCOL-UDR,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-085,native_replay_case,influxdb,not_applicable,INFLUXDB-RETENTION-UDR,public_repo_reference_not_packaged/influxdb3/tests/cli/db_retention.rs,influxdb.retention_policy.create,influxdb.retention_policy.create,CREATE_RETENTION,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.INFLUXDB-RETENTION-UDR,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-086,native_replay_case,influxdb,not_applicable,INFLUXDB-CLUSTER-ROUTE,public_repo_reference_not_packaged/influxdb3_commands/src/query.rs,influxdb.admin.show_servers,influxdb.admin.show_servers,SHOW,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.INFLUXDB-CLUSTER-ROUTE,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-087,native_replay_case,milvus,not_applicable,MILVUS-CREATE-COLLECTION,public_repo_reference_not_packaged/pkg/proto/root_coord.proto,milvus.collection.create,milvus.collection.create,CREATE_COLLECTION,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.MILVUS-CREATE-COLLECTION,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-088,native_replay_case,milvus,not_applicable,MILVUS-SEARCH,public_repo_reference_not_packaged/pkg/proto/query_coord.proto,milvus.query.search,milvus.query.search,SEARCH,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.MILVUS-SEARCH,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-089,native_replay_case,milvus,not_applicable,MILVUS-CREATE-INDEX-UDR,public_repo_reference_not_packaged/pkg/proto/index_coord.proto,milvus.index.create,milvus.index.create,CREATE_INDEX,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.MILVUS-CREATE-INDEX-UDR,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-090,native_replay_case,milvus,not_applicable,MILVUS-TRANSFER-REPLICA-CLUSTER-ROUTE,public_repo_reference_not_packaged/internal/coordinator/mix_coord.go,milvus.admin.transfer_replica,milvus.admin.transfer_replica,TRANSFER_REPLICA,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.MILVUS-TRANSFER-REPLICA-CLUSTER-ROUTE,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-091,native_replay_case,dolt,not_applicable,DOLT-SQL-BRANCH-UDR,public_repo_reference_not_packaged/integration-tests/bats/sql-branch.bats,dolt.version.branch,dolt.version.branch,CALL,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.DOLT-SQL-BRANCH-UDR,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-092,native_replay_case,dolt,not_applicable,DOLT-SQL-COMMIT-DIFF-CATALOG,public_repo_reference_not_packaged/integration-tests/bats/sql-commit-diff.bats,dolt.version.diff,dolt.version.diff,SELECT,catalog_projection,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.DOLT-SQL-COMMIT-DIFF-CATALOG,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-093,native_replay_case,dolt,not_applicable,DOLT-REMOTE-PUSH-UDR,public_repo_reference_not_packaged/integration-tests/bats/remotes-push-pull.bats,dolt.remote.push,dolt.remote.push,PUSH,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.DOLT-REMOTE-PUSH-UDR,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-094,native_replay_case,apache_ignite,not_applicable,APACHE-IGNITE-SQL-SELECT,public_repo_reference_not_packaged/docs/_docs/SQL/sql-introduction.adoc,apache_ignite.query.select,apache_ignite.query.select,SELECT,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.APACHE-IGNITE-SQL-SELECT,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
