id,section,capability,requirement,applies_to,release_state,spec_status,implementation_status,test_status,closure_status,required_ctest_labels,route_requirement
D13.4,3.13 Catalog / metadata access,List views,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.5,3.13 Catalog / metadata access,List materialized views,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.6,3.13 Catalog / metadata access,List columns of a table,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.7,3.13 Catalog / metadata access,List primary keys,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.8,3.13 Catalog / metadata access,List foreign keys (imported / exported),required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.9,3.13 Catalog / metadata access,List indexes,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.10,3.13 Catalog / metadata access,List unique constraints,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.11,3.13 Catalog / metadata access,List check constraints,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.12,3.13 Catalog / metadata access,List procedures,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.13,3.13 Catalog / metadata access,List functions,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.14,3.13 Catalog / metadata access,List procedure / function parameters,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.15,3.13 Catalog / metadata access,List sequences / generators,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.16,3.13 Catalog / metadata access,List triggers,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.17,3.13 Catalog / metadata access,List user-defined types (UDT),required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.18,3.13 Catalog / metadata access,List domains,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.19,3.13 Catalog / metadata access,List collations,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.20,3.13 Catalog / metadata access,List character sets / encodings,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.21,3.13 Catalog / metadata access,List super-types and inheritance,conditional,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.22,3.13 Catalog / metadata access,List privileges (table / column),required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.23,3.13 Catalog / metadata access,List roles / users,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.24,3.13 Catalog / metadata access,Best-row-identifier for a table,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.25,3.13 Catalog / metadata access,Version columns,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.26,3.13 Catalog / metadata access,Reserved words list,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.27,3.13 Catalog / metadata access,Numeric / string / system / datetime function lists,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.28,3.13 Catalog / metadata access,"Server feature flags (limits, capabilities)",required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.29,3.13 Catalog / metadata access,INFORMATION_SCHEMA views accessible by SQL,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.30,3.13 Catalog / metadata access,Cluster-readable catalog views (under cluster.sys.*) accessible when cluster is present,conditional,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.31,3.13 Catalog / metadata access,All metadata calls obey current search_path and case-fold rules,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.32,3.13 Catalog / metadata access,All metadata calls binary-decode (no text fallback) per spec rule,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D13.33,3.13 Catalog / metadata access,All metadata calls source from sys.* user-readable views,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D14.1,3.14 Streaming and bulk transfer,Bulk insert (server-side COPY FROM / BULK INSERT),required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_streaming_bulk_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D14.2,3.14 Streaming and bulk transfer,Bulk export (COPY TO),required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_streaming_bulk_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D14.3,3.14 Streaming and bulk transfer,Bulk insert with rollback / progress / error rows,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_streaming_bulk_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D14.4,3.14 Streaming and bulk transfer,LOB streaming write (chunked send),required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_streaming_bulk_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D14.5,3.14 Streaming and bulk transfer,LOB streaming read,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_streaming_bulk_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D14.6,3.14 Streaming and bulk transfer,Result-set streaming with bounded memory (no full materialization),required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_streaming_bulk_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D14.7,3.14 Streaming and bulk transfer,COPY in CSV / binary modes,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_streaming_bulk_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D14.8,3.14 Streaming and bulk transfer,Server-side-rendered output parameters streamed,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_streaming_bulk_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D15.1,3.15 Connection pooling,Pool min/max,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_pooling_gate,lane_specific_full_route
D15.2,3.15 Connection pooling,Idle / lifetime eviction,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_pooling_gate,lane_specific_full_route
D15.3,3.15 Connection pooling,Validate on borrow / return,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_pooling_gate,lane_specific_full_route
D15.4,3.15 Connection pooling,Prepared-statement cache scoped to connection,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_pooling_gate,lane_specific_full_route
D15.5,3.15 Connection pooling,Prepared-statement cache scoped to pool,conditional,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_pooling_gate,lane_specific_full_route
D15.6,3.15 Connection pooling,Multi-thread safety per connection,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_pooling_gate,lane_specific_full_route
D15.7,3.15 Connection pooling,"Pool metrics (in-use, idle, waiting, total)",required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_pooling_gate,lane_specific_full_route
D15.8,3.15 Connection pooling,Pool drain on shutdown,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_pooling_gate,lane_specific_full_route
D15.9,3.15 Connection pooling,Per-pool credentials and role,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_pooling_gate,lane_specific_full_route
D15.10,3.15 Connection pooling,Connection multiplexing (multiple logical sessions per physical),conditional,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_pooling_gate,lane_specific_full_route
D15.11,3.15 Connection pooling,MARS (Multiple Active Result Sets) per physical connection,conditional,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_pooling_gate,lane_specific_full_route
D16.1,"3.16 Async, reactive, and pipeline",All blocking surfaces have an async counterpart,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_async_pipeline_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D16.2,"3.16 Async, reactive, and pipeline",Reactive streaming (Reactive Streams Publisher/Subscriber),conditional,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_async_pipeline_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D16.3,"3.16 Async, reactive, and pipeline",Pipeline / extended-query mode,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_async_pipeline_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D16.4,"3.16 Async, reactive, and pipeline",Backpressure on row stream,conditional,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_async_pipeline_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D16.5,"3.16 Async, reactive, and pipeline",Cancellation token / future composition,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_async_pipeline_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D17.1,3.17 Notifications and events,LISTEN / NOTIFY (server-pushed channel),required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_notification_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D17.2,3.17 Notifications and events,Notification carries channel + payload + sender PID,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_notification_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D17.3,3.17 Notifications and events,InfoMessage / NOTICE event subscription,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_notification_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D17.4,3.17 Notifications and events,Connection state-change events (Open/Close/Broken),required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_notification_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D17.5,3.17 Notifications and events,Prepared-statement-changed event,conditional,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_notification_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D17.6,3.17 Notifications and events,SqlDependency / query-change notification,conditional,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_notification_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D18.1,"3.18 Logging, telemetry, and observability",Driver self-emits structured logs (DEBUG/INFO/WARN/ERROR),required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_observability_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D18.2,"3.18 Logging, telemetry, and observability","Per-statement timing (round-trip, parse, exec, fetch)",required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_observability_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D18.3,"3.18 Logging, telemetry, and observability","Per-connection metrics (open/close, errors, pool churn)",required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_observability_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D18.4,"3.18 Logging, telemetry, and observability",OpenTelemetry / tracing span emitted per statement,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_observability_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D18.5,"3.18 Logging, telemetry, and observability",Provider exposes counter / histogram for completed/failed/in-flight ops,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_observability_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D18.6,"3.18 Logging, telemetry, and observability",Redaction policy for sensitive parameters in logs,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_observability_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D19.1,3.19 Cursor / portal advanced (where applicable),Named cursor declared explicitly,conditional,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_cursor_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D19.2,3.19 Cursor / portal advanced (where applicable),Cursor sensitivity (insensitive vs sensitive),conditional,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_cursor_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D19.3,3.19 Cursor / portal advanced (where applicable),Cursor concurrency (read-only vs updatable vs values),conditional,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_cursor_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D19.4,3.19 Cursor / portal advanced (where applicable),Cursor-driven row insert / update / delete,conditional,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_cursor_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D19.5,3.19 Cursor / portal advanced (where applicable),Suspended-portal resume after MSG_PORTAL_SUSPENDED,conditional,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_cursor_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D20.1,3.20 Sharding and routing hints (JDBC 4.3+),Sharding key in connection request,required_where_cluster_present,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_routing_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D20.2,3.20 Sharding and routing hints (JDBC 4.3+),Super-sharding key,conditional,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_routing_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D20.3,3.20 Sharding and routing hints (JDBC 4.3+),Connection.beginRequest/endRequest (request-scope cleanup),required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_routing_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D20.4,3.20 Sharding and routing hints (JDBC 4.3+),"Connection.setShardingKey, setShardingKeyIfValid (4.3)",conditional,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_routing_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D21.1,"3.21 Wrapper, escape, and provider extensions",Provider-specific extension exposed safely,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_extension_gate,lane_specific_full_route
D21.2,"3.21 Wrapper, escape, and provider extensions","Standard SQL escape sequences ({call}, {ts ...}, {d ...}, {t ...}, {fn ...}, {oj ...})",required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_extension_gate,lane_specific_full_route
D21.3,"3.21 Wrapper, escape, and provider extensions",Driver/server feature negotiation API,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_extension_gate,lane_specific_full_route
D22.1,3.22 Encoding and locale,Connection encoding negotiation (UTF-8 default),required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_encoding_locale_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D22.2,3.22 Encoding and locale,Decimal separator localization correctness,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_encoding_locale_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D22.3,3.22 Encoding and locale,Timezone of connection (per session),required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_encoding_locale_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D22.4,3.22 Encoding and locale,Calendar (Gregorian/Julian) handling for ancient dates,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_encoding_locale_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D23.1,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),Lane build matrix (OS × runtime version × architecture),required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_release_evidence_gate,lane_specific_full_route
D23.2,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),Lane unit-test report,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_release_evidence_gate,lane_specific_full_route
D23.3,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),Conformance harness report (per appendix-driver-conformance-test-harness.md),required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_release_evidence_gate,lane_specific_full_route
D23.4,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),Server-verification packet report (per appendix-driver-server-verification-packet-contract.md),required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_release_evidence_gate,lane_specific_full_route
D23.5,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),"Performance benchmark vs lane BIC (TPS, latency p50/p95/p99, allocation, TLS overhead, prepared-statement reuse, COPY throughput)",required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_release_evidence_gate,lane_specific_full_route
D23.6,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),Compatibility matrix vs lane BIC (feature parity table),required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_release_evidence_gate,lane_specific_full_route
D23.7,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),Known-gap list with rationale,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_release_evidence_gate,lane_specific_full_route
D23.8,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),SBOM and signed package,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_release_evidence_gate,lane_specific_full_route
D23.9,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),"Distribution channel evidence (NuGet, Maven Central, npm, PyPI, crates.io, RubyGems, pub.dev, Hex, CRAN, OS package repos)",required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_release_evidence_gate,lane_specific_full_route
D23.10,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),Reproducible build evidence,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_release_evidence_gate,lane_specific_full_route
D23.11,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),Public release notes with breaking-change call-outs,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;driver_release_evidence_gate,lane_specific_full_route
D24.1,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),"DSN keys per appendix-driver-dsn-and-config-standard.md (every key supported, every alias mapped)",required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D24.2,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),MGA always-in-transaction mapping per appendix-driver-mga-aware-session-and-transaction-behavior.md,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D24.3,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),Auth surface probe and resolved-auth reporting,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D24.4,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),Manager-proxy front-door bootstrap,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D24.5,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),Dormant detach / reattach (or fail-closed 0A000 until exposed),required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D24.6,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),"Prepared / limbo helpers (prepareTransaction, commitPrepared, rollbackPrepared)",required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D24.7,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),"Canonical ScratchBird isolation aliases (READ COMMITTED, SNAPSHOT, SNAPSHOT TABLE STABILITY)",required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
