id,section,capability,requirement,applies_to,owner,spec_refs_required,implementation_refs_required,required_ctest_labels,evidence_artifacts,route_requirement,closure_rule,status
D10.5,3.10 Transactions,Isolation level: SNAPSHOT,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_mga_transaction_gate;driver_server_surface_gate;mga_transaction_regression,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D10.6,3.10 Transactions,Isolation level: SNAPSHOT TABLE STABILITY,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_mga_transaction_gate;driver_server_surface_gate;mga_transaction_regression,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D10.7,3.10 Transactions,READ COMMITTED sub-mode (record-version vs read-consistency),required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_mga_transaction_gate;driver_server_surface_gate;mga_transaction_regression,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D10.8,3.10 Transactions,Read-only transaction,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_mga_transaction_gate;driver_server_surface_gate;mga_transaction_regression,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D10.9,3.10 Transactions,Savepoint create / rollback / release,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_mga_transaction_gate;driver_server_surface_gate;mga_transaction_regression,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D10.10,3.10 Transactions,Two-phase / PREPARE TRANSACTION,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_mga_transaction_gate;driver_server_surface_gate;mga_transaction_regression,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D10.11,3.10 Transactions,XA recovery enumeration after crash,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_mga_transaction_gate;driver_server_surface_gate;mga_transaction_regression,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D10.12,3.10 Transactions,Distributed transaction enlistment (System.Transactions / JTA),required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_mga_transaction_gate;driver_server_surface_gate;mga_transaction_regression,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D10.13,3.10 Transactions,Deferred constraints (SET CONSTRAINTS ALL DEFERRED),required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_mga_transaction_gate;driver_server_surface_gate;mga_transaction_regression,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D10.14,3.10 Transactions,Prepared transaction (limbo) detect / commit / rollback by GID,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_mga_transaction_gate;driver_server_surface_gate;mga_transaction_regression,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D10.15,3.10 Transactions,Detach to dormant / reattach (ScratchBird-specific),required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_mga_transaction_gate;driver_server_surface_gate;mga_transaction_regression,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D10.16,3.10 Transactions,COMMIT/ROLLBACK immediately reopens next boundary (always-in-transaction),required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_mga_transaction_gate;driver_server_surface_gate;mga_transaction_regression,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D10.17,3.10 Transactions,No silent retry of aborted transactions,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_mga_transaction_gate;driver_server_surface_gate;mga_transaction_regression,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D10.18,3.10 Transactions,Statement boundary scoped to current transaction (cancel does not bleed),required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_mga_transaction_gate;driver_server_surface_gate;mga_transaction_regression,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D11.1,"3.11 Cancellation, timeouts, and interrupts",Statement cancel from owning thread,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_cancel_timeout_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D11.2,"3.11 Cancellation, timeouts, and interrupts",Statement cancel from peer thread,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_cancel_timeout_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D11.3,"3.11 Cancellation, timeouts, and interrupts",Connection abort (drop transport),required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_cancel_timeout_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D11.4,"3.11 Cancellation, timeouts, and interrupts",Network timeout,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_cancel_timeout_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D11.5,"3.11 Cancellation, timeouts, and interrupts",Statement timeout,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_cancel_timeout_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D11.6,"3.11 Cancellation, timeouts, and interrupts",Cancel-on-context-cancel (Go/Rust pattern),required_where_host_has_cancellation_tokens,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_cancel_timeout_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D11.7,"3.11 Cancellation, timeouts, and interrupts",Cancel returns 57014 (query_canceled) SQLSTATE,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_cancel_timeout_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D11.8,"3.11 Cancellation, timeouts, and interrupts",Next statement after cancel runs cleanly,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_cancel_timeout_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D11.9,"3.11 Cancellation, timeouts, and interrupts",Cancel of prepared-statement reuse cleans server cache,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_cancel_timeout_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D11.10,"3.11 Cancellation, timeouts, and interrupts",Cancel propagation across connection-pool reset,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_cancel_timeout_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D12.1,"3.12 Diagnostics, errors, and warnings",SQLSTATE on every error,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_diagnostics_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D12.2,"3.12 Diagnostics, errors, and warnings",Native error code preserved,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_diagnostics_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D12.3,"3.12 Diagnostics, errors, and warnings",Multi-error chain (multiple errors per call),required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_diagnostics_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D12.4,"3.12 Diagnostics, errors, and warnings",Severity / class,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_diagnostics_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D12.5,"3.12 Diagnostics, errors, and warnings",Server detail / hint / context fields,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_diagnostics_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D12.6,"3.12 Diagnostics, errors, and warnings",Per-statement vs per-connection diagnostic scope,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_diagnostics_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D12.7,"3.12 Diagnostics, errors, and warnings",Warnings (NOTICE/WARNING) channel,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_diagnostics_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D12.8,"3.12 Diagnostics, errors, and warnings",Notice listener / async info messages,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_diagnostics_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D12.9,"3.12 Diagnostics, errors, and warnings",Cancel error distinguishable from network error,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_diagnostics_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D12.10,"3.12 Diagnostics, errors, and warnings",Timeout error distinguishable from cancel,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_diagnostics_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D12.11,"3.12 Diagnostics, errors, and warnings",Statement position / token in error,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_diagnostics_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D12.12,"3.12 Diagnostics, errors, and warnings",Stack-trace plus server-side stack on PSQL exception,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_diagnostics_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D12.13,"3.12 Diagnostics, errors, and warnings",Localized message per session language,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_diagnostics_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.1,3.13 Catalog / metadata access,List databases / catalogs,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.2,3.13 Catalog / metadata access,List schemas,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.3,3.13 Catalog / metadata access,List tables,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.4,3.13 Catalog / metadata access,List views,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.5,3.13 Catalog / metadata access,List materialized views,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.6,3.13 Catalog / metadata access,List columns of a table,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.7,3.13 Catalog / metadata access,List primary keys,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.8,3.13 Catalog / metadata access,List foreign keys (imported / exported),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.9,3.13 Catalog / metadata access,List indexes,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.10,3.13 Catalog / metadata access,List unique constraints,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.11,3.13 Catalog / metadata access,List check constraints,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.12,3.13 Catalog / metadata access,List procedures,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.13,3.13 Catalog / metadata access,List functions,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.14,3.13 Catalog / metadata access,List procedure / function parameters,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.15,3.13 Catalog / metadata access,List sequences / generators,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.16,3.13 Catalog / metadata access,List triggers,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.17,3.13 Catalog / metadata access,List user-defined types (UDT),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.18,3.13 Catalog / metadata access,List domains,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.19,3.13 Catalog / metadata access,List collations,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.20,3.13 Catalog / metadata access,List character sets / encodings,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.21,3.13 Catalog / metadata access,List super-types and inheritance,conditional,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D13.22,3.13 Catalog / metadata access,List privileges (table / column),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.23,3.13 Catalog / metadata access,List roles / users,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.24,3.13 Catalog / metadata access,Best-row-identifier for a table,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.25,3.13 Catalog / metadata access,Version columns,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.26,3.13 Catalog / metadata access,Reserved words list,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.27,3.13 Catalog / metadata access,Numeric / string / system / datetime function lists,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.28,3.13 Catalog / metadata access,"Server feature flags (limits, capabilities)",required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.29,3.13 Catalog / metadata access,INFORMATION_SCHEMA views accessible by SQL,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.30,3.13 Catalog / metadata access,Cluster-readable catalog views (under cluster.sys.*) accessible when cluster is present,conditional,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D13.31,3.13 Catalog / metadata access,All metadata calls obey current search_path and case-fold rules,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.32,3.13 Catalog / metadata access,All metadata calls binary-decode (no text fallback) per spec rule,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D13.33,3.13 Catalog / metadata access,All metadata calls source from sys.* user-readable views,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_metadata_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D14.1,3.14 Streaming and bulk transfer,Bulk insert (server-side COPY FROM / BULK INSERT),required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_streaming_bulk_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D14.2,3.14 Streaming and bulk transfer,Bulk export (COPY TO),required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_streaming_bulk_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D14.3,3.14 Streaming and bulk transfer,Bulk insert with rollback / progress / error rows,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_streaming_bulk_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D14.4,3.14 Streaming and bulk transfer,LOB streaming write (chunked send),required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_streaming_bulk_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D14.5,3.14 Streaming and bulk transfer,LOB streaming read,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_streaming_bulk_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D14.6,3.14 Streaming and bulk transfer,Result-set streaming with bounded memory (no full materialization),required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_streaming_bulk_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D14.7,3.14 Streaming and bulk transfer,COPY in CSV / binary modes,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_streaming_bulk_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
