compatibility,surface,refusal_reason,message_vector,test_destination,reviewer,source_search_key
apache_ignite,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/apache_ignite/transaction-and-cluster-summary.md#keyword:transaction
apache_ignite,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/apache_ignite/wire-and-migration-summary.md#keyword:snapshot
apache_ignite,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/apache_ignite/2.17.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:commit
apache_ignite,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/apache_ignite/2.17.0/source/RELEASE_NOTES.txt#keyword:wal
apache_ignite,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/apache_ignite/2.17.0/source/RELEASE_NOTES.txt#keyword:recovery
apache_ignite,reference_authority_surface:mvcc,MGA authority review: compatibility MVCC semantics cannot replace ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/apache_ignite/2.17.0/source/RELEASE_NOTES.txt#keyword:mvcc
apache_ignite,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/apache_ignite/2.17.0/source/RELEASE_NOTES.txt#keyword:rollback
apache_ignite,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/apache_ignite/2.17.0/source/RELEASE_NOTES.txt#keyword:checkpoint
apache_ignite,reference_authority_surface:fsync,durability authority review: compatibility durability primitive must map to ScratchBird storage authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/apache_ignite/2.17.0/source/RELEASE_NOTES.txt#keyword:fsync
apache_ignite,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/apache_ignite/appendix-compatibility-apache-ignite-capability-map.md#keyword:finality
cassandra,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/cassandra/cassandra_5_beta2_full_seed_manifest.yaml#keyword:transaction
cassandra,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/cassandra/cassandra_5_beta2_full_seed_manifest.yaml#keyword:rollback
cassandra,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/cassandra/5.0.8/release-notes/RELEASE_NOTES_SOURCE.txt#keyword:wal
cassandra,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/cassandra/5.0.8/release-notes/RELEASE_NOTES_SOURCE.txt#keyword:recovery
cassandra,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/cassandra/5.0.8/release-notes/RELEASE_NOTES_SOURCE.txt#keyword:snapshot
cassandra,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/cassandra/5.0.8/release-notes/RELEASE_NOTES_SOURCE.txt#keyword:commit
cassandra,reference_authority_surface:fsync,durability authority review: compatibility durability primitive must map to ScratchBird storage authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/cassandra/5.0.8/release-notes/RELEASE_NOTES_SOURCE.txt#keyword:fsync
cassandra,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/cassandra/5.0.8/source/doc/SASI.md#keyword:checkpoint
cassandra,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/cassandra/appendix-compatibility-cassandra-capability-map.md#keyword:finality
clickhouse,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/clickhouse/clickhouse_25_beta2_full_seed_manifest.yaml#keyword:transaction
clickhouse,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/clickhouse/clickhouse_25_beta2_full_seed_manifest.yaml#keyword:rollback
clickhouse,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/clickhouse/25.12.10.7-stable/source/.github/copilot-instructions.md#keyword:commit
clickhouse,reference_authority_surface:fsync,durability authority review: compatibility durability primitive must map to ScratchBird storage authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/clickhouse/25.12.10.7-stable/source/.github/copilot-instructions.md#keyword:fsync
clickhouse,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/clickhouse/25.12.10.7-stable/source/.github/workflows/create_release.yml#keyword:recovery
clickhouse,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/clickhouse/25.12.10.7-stable/source/CHANGELOG.md#keyword:snapshot
clickhouse,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/clickhouse/25.12.10.7-stable/source/ci/jobs/scripts/check_style/aspell-ignore/en/aspell-dict.txt#keyword:wal
clickhouse,reference_authority_surface:mvcc,MGA authority review: compatibility MVCC semantics cannot replace ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/clickhouse/25.12.10.7-stable/source/ci/jobs/scripts/check_style/aspell-ignore/en/aspell-dict.txt#keyword:mvcc
clickhouse,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/clickhouse/25.12.10.7-stable/source/contrib/rocksdb-cmake/CMakeLists.txt#keyword:checkpoint
clickhouse,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/clickhouse/appendix-compatibility-clickhouse-exact-extraction-slice-1-release-surface-catalog-api-and-conformance-inventory-profile.md#keyword:finality
cockroachdb,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/cockroachdb/transaction-and-cluster-summary.md#keyword:finality
cockroachdb,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/cockroachdb/transaction-and-cluster-summary.md#keyword:transaction
cockroachdb,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/cockroachdb/transaction-and-cluster-summary.md#keyword:commit
cockroachdb,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/cockroachdb/wire-and-migration-summary.md#keyword:snapshot
cockroachdb,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/cockroachdb/26.1.3/release-notes/RELEASE_NOTES_SOURCE.md#keyword:recovery
cockroachdb,reference_authority_surface:mvcc,MGA authority review: compatibility MVCC semantics cannot replace ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/cockroachdb/26.1.3/source/CLAUDE.md#keyword:mvcc
cockroachdb,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/cockroachdb/26.1.3/source/EXTERNAL-CONTRIBUTORS-HALL-OF-FAME.md#keyword:wal
cockroachdb,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/cockroachdb/26.1.3/source/docs/RFCS/20151014_online_schema_change.md#keyword:checkpoint
cockroachdb,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/cockroachdb/26.1.3/source/docs/RFCS/20160720_backup_restore.md#keyword:rollback
cockroachdb,reference_authority_surface:fsync,durability authority review: compatibility durability primitive must map to ScratchBird storage authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/cockroachdb/26.1.3/source/docs/generated/metrics/metrics.yaml#keyword:fsync
dolt,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/dolt/capability-summary.md#keyword:commit
dolt,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/dolt/transaction-and-cluster-summary.md#keyword:finality
dolt,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/dolt/transaction-and-cluster-summary.md#keyword:transaction
dolt,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/dolt/wire-and-migration-summary.md#keyword:snapshot
dolt,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/dolt/1.86.6/release-notes/RELEASE_NOTES_SOURCE.md#keyword:rollback
dolt,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/dolt/1.86.6/source/go/store/datas/pull/pulling.md#keyword:wal
dolt,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/dolt/appendix-compatibility-dolt-capability-map.md#keyword:recovery
duckdb,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/duckdb/duckdb_1_beta2_full_seed_manifest.yaml#keyword:transaction
duckdb,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/duckdb/duckdb_1_beta2_full_seed_manifest.yaml#keyword:rollback
duckdb,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/duckdb/1.5.2/source/.github/patches/extensions/README.md#keyword:commit
duckdb,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/duckdb/1.5.2/source/.github/workflows/CrossVersion.yml#keyword:wal
duckdb,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/duckdb/1.5.2/source/data/csv/CrashStatistics.csv#keyword:recovery
duckdb,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/duckdb/1.5.2/source/extension/autocomplete/transformer/CMakeLists.txt#keyword:checkpoint
duckdb,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/duckdb/appendix-compatibility-duckdb-capability-map.md#keyword:snapshot
duckdb,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/duckdb/appendix-compatibility-duckdb-exact-extraction-slice-02-table-definition-column-constraint-and-default-semantics-profile.md#keyword:finality
firebird,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/firebird/firebird_5_beta2_full_seed_manifest.yaml#keyword:transaction
firebird,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/firebird/firebird_5_beta2_full_seed_manifest.yaml#keyword:rollback
firebird,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/firebird/5.0.4/regression/FIREBIRD_QA_CANDIDATE_ASSET_HASH_MANIFEST.csv#keyword:commit
firebird,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/firebird/5.0.4/source/.github/actions/adjust-snapshot-buildno/action.yml#keyword:snapshot
firebird,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/firebird/5.0.4/source/doc/README.read_consistency.md#keyword:wal
firebird,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/firebird/5.0.4/source/doc/README.replication.md#keyword:recovery
firebird,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/firebird/appendix-compatibility-firebird-exact-extraction-slice-12-trigger-equal-position-ordering-and-vector-load.md#keyword:finality
firebird,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/firebird/appendix-compatibility-firebird-exact-extraction-slice-60-replication-configuration-and-journal-archive-profile.md#keyword:checkpoint
foundationdb,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/foundationdb/capability-summary.md#keyword:transaction
foundationdb,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/foundationdb/transaction-and-cluster-summary.md#keyword:recovery
foundationdb,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/foundationdb/transaction-and-cluster-summary.md#keyword:commit
foundationdb,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/foundationdb/wire-and-migration-summary.md#keyword:snapshot
foundationdb,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/foundationdb/7.3.77/source/bindings/c/CMakeLists.txt#keyword:wal
foundationdb,reference_authority_surface:mvcc,MGA authority review: compatibility MVCC semantics cannot replace ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/foundationdb/7.3.77/source/design/Commit/How a commit is done in FDB.md#keyword:mvcc
foundationdb,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/foundationdb/7.3.77/source/design/backup_v2_partitioned_logs.md#keyword:checkpoint
foundationdb,reference_authority_surface:fsync,durability authority review: compatibility durability primitive must map to ScratchBird storage authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/foundationdb/7.3.77/source/design/backup_v2_partitioned_logs.md#keyword:fsync
foundationdb,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/foundationdb/7.3.77/source/design/dynamic-knobs.md#keyword:rollback
foundationdb,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/foundationdb/appendix-compatibility-foundationdb-capability-map.md#keyword:finality
immudb,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/immudb/capability-summary.md#keyword:transaction
immudb,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/immudb/wire-and-migration-summary.md#keyword:snapshot
immudb,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/immudb/1.11.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:commit
immudb,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/immudb/1.11.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:rollback
immudb,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/immudb/1.11.0/source/ACKNOWLEDGEMENTS.md#keyword:wal
immudb,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/immudb/1.11.0/source/CHANGELOG.md#keyword:recovery
immudb,reference_authority_surface:mvcc,MGA authority review: compatibility MVCC semantics cannot replace ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/immudb/1.11.0/source/CHANGELOG.md#keyword:mvcc
immudb,reference_authority_surface:fsync,durability authority review: compatibility durability primitive must map to ScratchBird storage authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/immudb/1.11.0/source/CHANGELOG.md#keyword:fsync
immudb,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/immudb/appendix-compatibility-immudb-capability-map.md#keyword:finality
influxdb,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/influxdb/influxdb_3_beta2_full_seed_manifest.yaml#keyword:transaction
influxdb,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/influxdb/influxdb_3_beta2_full_seed_manifest.yaml#keyword:rollback
influxdb,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/influxdb/3.9.0/evidence/datatypes/SOURCE_POINTERS.md#keyword:wal
influxdb,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/influxdb/3.9.0/source/.circleci/config.yml#keyword:snapshot
influxdb,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/influxdb/3.9.0/source/.circleci/config.yml#keyword:commit
influxdb,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/influxdb/3.9.0/source/influxdb3/src/help/serve_all.txt#keyword:recovery
influxdb,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/influxdb/appendix-compatibility-influxdb-exact-extraction-slice-1-release-surface-catalog-api-and-conformance-inventory-profile.md#keyword:finality
influxdb,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/influxdb/appendix-compatibility-influxdb-exact-extraction-slice-4-migration-changefeed-retention-compaction-and-query-optimization-profile.md#keyword:checkpoint
mariadb,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:transaction
mariadb,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:rollback
mariadb,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/mariadb/mariadb_seed_manifest.yaml#keyword:snapshot
